Match_ID,Date,Year,Format,Opponent,Venue,City,Result,Margin,Hardik_Batted,Hardik_Bowled,Hardik_Runs,Hardik_Wickets,Event,Match_Number,Data_Source
1348658,2023-03-22,2023,ODI,Australia,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Loss,21 runs,True,True,40,3,Australia tour of India,3.0,Raw JSON
1381214,2023-07-27,2023,ODI,West Indies,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Win,5 wickets,True,True,5,1,India tour of West Indies,1.0,Raw JSON
1381215,2023-07-29,2023,ODI,West Indies,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Loss,6 wickets,True,True,7,0,India tour of West Indies and United States of America,2.0,Raw JSON
1381216,2023-08-01,2023,ODI,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,Win,200 runs,True,True,70,0,India tour of West Indies and United States of America,3.0,Raw JSON
1381217,2023-08-03,2023,T20I,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,Loss,4 runs,True,True,19,1,India tour of West Indies and United States of America,1.0,Raw JSON
1381218,2023-08-06,2023,T20I,West Indies,"Providence Stadium, Guyana",Providence,Loss,2 wickets,True,True,24,3,India tour of West Indies and United States of America,2.0,Raw JSON
1381219,2023-08-08,2023,T20I,West Indies,"Providence Stadium, Guyana",Providence,Win,7 wickets,True,True,20,0,India tour of West Indies and United States of America,3.0,Raw JSON
1381220,2023-08-12,2023,T20I,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,Win,9 wickets,False,True,0,0,India tour of West Indies and United States of America,4.0,Raw JSON
1381221,2023-08-13,2023,T20I,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,Loss,8 wickets,True,True,14,0,India tour of West Indies and United States of America,5.0,Raw JSON
1388394,2023-09-02,2023,ODI,Pakistan,Pallekele International Cricket Stadium,Kandy,No Result,,True,False,87,0,Asia Cup,3.0,Raw JSON
1388398,2023-09-04,2023,ODI,Nepal,Pallekele International Cricket Stadium,Kandy,Win,10 wickets,False,True,0,1,Asia Cup,5.0,Raw JSON
1388406,2023-09-10,2023,ODI,Pakistan,"R Premadasa Stadium, Colombo",Colombo,Win,228 runs,False,True,0,1,Asia Cup,9.0,Raw JSON
1388407,2023-09-12,2023,ODI,Sri Lanka,"R Premadasa Stadium, Colombo",Colombo,Win,41 runs,True,True,5,1,Asia Cup,10.0,Raw JSON
1388414,2023-09-17,2023,ODI,Sri Lanka,"R Premadasa Stadium, Colombo",Colombo,Win,10 wickets,False,True,0,3,Asia Cup,,Raw JSON
1384396,2023-10-08,2023,ODI,Australia,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Win,6 wickets,True,True,11,1,ICC Cricket World Cup,5.0,Raw JSON
1384403,2023-10-14,2023,ODI,Pakistan,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Win,7 wickets,False,True,0,2,ICC Cricket World Cup,12.0,Raw JSON
1384408,2023-10-19,2023,ODI,Bangladesh,"Maharashtra Cricket Association Stadium, Pune",Pune,Win,7 wickets,False,True,0,0,ICC Cricket World Cup,17.0,Raw JSON
1415708,2024-06-05,2024,T20I,Ireland,"Nassau County International Cricket Stadium, New York",New York,Win,8 wickets,False,True,0,3,ICC Men's T20 World Cup,8.0,Raw JSON
1415719,2024-06-09,2024,T20I,Pakistan,"Nassau County International Cricket Stadium, New York",New York,Win,6 runs,True,True,7,2,ICC Men's T20 World Cup,19.0,Raw JSON
1415725,2024-06-12,2024,T20I,United States of America,"Nassau County International Cricket Stadium, New York",New York,Win,7 wickets,False,True,0,2,ICC Men's T20 World Cup,25.0,Raw JSON
EXT_2024_AFG_IND_T20I_43,2024-06-20,2024,T20I,Afghanistan,Kensington Oval,Bridgetown,Win,47 runs,True,True,32,0,ICC Men's T20 World Cup 2024,43,Verified scorecard supplement
1415747,2024-06-22,2024,T20I,Bangladesh,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Win,50 runs,True,True,50,1,ICC Men's T20 World Cup,47.0,Raw JSON
1415751,2024-06-24,2024,T20I,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,Win,24 runs,True,True,27,0,ICC Men's T20 World Cup,51.0,Raw JSON
1415754,2024-06-27,2024,T20I,England,"Providence Stadium, Guyana",Providence,Win,68 runs,True,True,23,0,ICC Men's T20 World Cup,,Raw JSON
1415755,2024-06-29,2024,T20I,South Africa,"Kensington Oval, Bridgetown, Barbados",Bridgetown,Win,7 runs,True,True,5,3,ICC Men's T20 World Cup,,Raw JSON
1442987,2024-07-27,2024,T20I,Sri Lanka,Pallekele International Cricket Stadium,Kandy,Win,43 runs,True,True,9,0,India tour of Sri Lanka,1.0,Raw JSON
1442988,2024-07-28,2024,T20I,Sri Lanka,Pallekele International Cricket Stadium,Kandy,Win,7 wickets,True,True,22,2,India tour of Sri Lanka,2.0,Raw JSON
1439893,2024-10-06,2024,T20I,Bangladesh,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",Gwalior,Win,7 wickets,True,True,39,1,Bangladesh tour of India,1.0,Raw JSON
1439894,2024-10-09,2024,T20I,Bangladesh,"Arun Jaitley Stadium, Delhi",Delhi,Win,86 runs,True,False,32,0,Bangladesh tour of India,2.0,Raw JSON
1439895,2024-10-12,2024,T20I,Bangladesh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Win,133 runs,True,True,47,0,Bangladesh tour of India,3.0,Raw JSON
1449301,2024-11-08,2024,T20I,South Africa,"Kingsmead, Durban",Durban,Win,61 runs,True,True,2,0,India tour of South Africa,1.0,Raw JSON
1449302,2024-11-10,2024,T20I,South Africa,"St George's Park, Gqeberha",Gqeberha,Loss,3 wickets,True,True,39,0,India tour of South Africa,2.0,Raw JSON
1449303,2024-11-13,2024,T20I,South Africa,"SuperSport Park, Centurion",Centurion,Win,11 runs,True,True,18,1,India tour of South Africa,3.0,Raw JSON
1449304,2024-11-15,2024,T20I,South Africa,"The Wanderers Stadium, Johannesburg",Johannesburg,Win,135 runs,False,True,0,1,India tour of South Africa,4.0,Raw JSON
1439899,2025-01-22,2025,T20I,England,"Eden Gardens, Kolkata",Kolkata,Win,7 wickets,True,True,3,2,England tour of India,1.0,Raw JSON
1439900,2025-01-25,2025,T20I,England,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Win,2 wickets,True,True,7,1,England tour of India,2.0,Raw JSON
1439901,2025-01-28,2025,T20I,England,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,Loss,26 runs,True,True,40,2,England tour of India,3.0,Raw JSON
1439902,2025-01-31,2025,T20I,England,"Maharashtra Cricket Association Stadium, Pune",Pune,Win,15 runs,True,True,53,0,England tour of India,4.0,Raw JSON
1439903,2025-02-02,2025,T20I,England,"Wankhede Stadium, Mumbai",Mumbai,Win,150 runs,True,True,9,0,England tour of India,5.0,Raw JSON
1439904,2025-02-06,2025,ODI,England,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Nagpur,Win,4 wickets,True,True,9,0,England tour of India,1.0,Raw JSON
1439905,2025-02-09,2025,ODI,England,"Barabati Stadium, Cuttack",Cuttack,Win,4 wickets,True,True,10,1,England tour of India,2.0,Raw JSON
1439906,2025-02-12,2025,ODI,England,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Win,142 runs,True,True,17,2,England tour of India,3.0,Raw JSON
1466415,2025-02-20,2025,ODI,Bangladesh,Dubai International Cricket Stadium,Dubai,Win,6 wickets,False,True,0,0,ICC Champions Trophy,2.0,Raw JSON
1466418,2025-02-23,2025,ODI,Pakistan,Dubai International Cricket Stadium,Dubai,Win,6 wickets,True,True,8,2,ICC Champions Trophy,5.0,Raw JSON
1466425,2025-03-02,2025,ODI,New Zealand,Dubai International Cricket Stadium,Dubai,Win,44 runs,True,True,45,1,ICC Champions Trophy,12.0,Raw JSON
1466426,2025-03-04,2025,ODI,Australia,Dubai International Cricket Stadium,Dubai,Win,4 wickets,True,True,28,1,ICC Champions Trophy,,Raw JSON
1466428,2025-03-09,2025,ODI,New Zealand,Dubai International Cricket Stadium,Dubai,Win,4 wickets,True,True,18,0,ICC Champions Trophy,,Raw JSON
1496921,2025-09-10,2025,T20I,United Arab Emirates,Dubai International Cricket Stadium,Dubai,Win,9 wickets,False,True,0,0,Men's T20 Asia Cup,2.0,Raw JSON
1496925,2025-09-14,2025,T20I,Pakistan,Dubai International Cricket Stadium,Dubai,Win,7 wickets,False,True,0,1,Men's T20 Asia Cup,6.0,Raw JSON
1496931,2025-09-19,2025,T20I,Oman,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Win,21 runs,True,True,1,1,Men's T20 Asia Cup,12.0,Raw JSON
1496933,2025-09-21,2025,T20I,Pakistan,Dubai International Cricket Stadium,Dubai,Win,6 wickets,True,True,7,1,Men's T20 Asia Cup,14.0,Raw JSON
1496935,2025-09-24,2025,T20I,Bangladesh,Dubai International Cricket Stadium,Dubai,Win,41 runs,True,True,38,0,Men's T20 Asia Cup,16.0,Raw JSON
1496937,2025-09-26,2025,T20I,Sri Lanka,Dubai International Cricket Stadium,Dubai,Tie,,True,True,2,1,Men's T20 Asia Cup,18.0,Raw JSON
1479576,2025-12-09,2025,T20I,South Africa,"Barabati Stadium, Cuttack",Cuttack,Win,101 runs,True,True,59,1,South Africa tour of India,1.0,Raw JSON
1479577,2025-12-11,2025,T20I,South Africa,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,Loss,51 runs,True,True,20,0,South Africa tour of India,2.0,Raw JSON
1479578,2025-12-14,2025,T20I,South Africa,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Win,7 wickets,False,True,0,1,South Africa tour of India,3.0,Raw JSON
1479580,2025-12-19,2025,T20I,South Africa,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Win,30 runs,True,True,63,1,South Africa tour of India,5.0,Raw JSON
1490234,2026-01-21,2026,T20I,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Nagpur,Win,48 runs,True,True,25,1,New Zealand tour of India,1.0,Raw JSON
1490235,2026-01-23,2026,T20I,New Zealand,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,Win,7 wickets,False,True,0,1,New Zealand tour of India,2.0,Raw JSON
1490236,2026-01-25,2026,T20I,New Zealand,"Barsapara Cricket Stadium, Guwahati",Guwahati,Win,8 wickets,False,True,0,2,New Zealand tour of India,3.0,Raw JSON
1490237,2026-01-28,2026,T20I,New Zealand,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,Loss,50 runs,True,False,2,0,New Zealand tour of India,4.0,Raw JSON
1490238,2026-01-31,2026,T20I,New Zealand,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,Win,46 runs,True,True,42,0,New Zealand tour of India,5.0,Raw JSON
1512721,2026-02-07,2026,T20I,United States of America,"Wankhede Stadium, Mumbai",Mumbai,Win,29 runs,True,True,5,0,ICC Men's T20 World Cup,3.0,Raw JSON
1512736,2026-02-12,2026,T20I,Namibia,"Arun Jaitley Stadium, Delhi",Delhi,Win,93 runs,True,True,52,2,ICC Men's T20 World Cup,18.0,Raw JSON
1512745,2026-02-15,2026,T20I,Pakistan,"R Premadasa Stadium, Colombo",Colombo,Win,61 runs,True,True,0,2,ICC Men's T20 World Cup,27.0,Raw JSON
1512754,2026-02-18,2026,T20I,Netherlands,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Win,17 runs,True,True,30,1,ICC Men's T20 World Cup,36.0,Raw JSON
1512761,2026-02-22,2026,T20I,South Africa,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Loss,76 runs,True,True,18,0,ICC Men's T20 World Cup,43.0,Raw JSON
1512766,2026-02-26,2026,T20I,Zimbabwe,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Win,72 runs,True,True,50,0,ICC Men's T20 World Cup,48.0,Raw JSON
1512770,2026-03-01,2026,T20I,West Indies,"Eden Gardens, Kolkata",Kolkata,Win,5 wickets,True,True,17,1,ICC Men's T20 World Cup,52.0,Raw JSON
1512772,2026-03-05,2026,T20I,England,"Wankhede Stadium, Mumbai",Mumbai,Win,7 runs,True,True,27,2,ICC Men's T20 World Cup,,Raw JSON
1512773,2026-03-08,2026,T20I,New Zealand,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Win,96 runs,True,True,18,1,ICC Men's T20 World Cup,,Raw JSON
